#{"t_start": 1789174276.729187, "env_id": "FetchReachDense-v4"}
r,l,t,is_success
-0.897484,50,115.590885,1.0
-0.942275,50,115.773542,1.0
-1.300162,50,115.95716,1.0
-1.062051,50,116.135146,1.0
-1.154338,50,116.301803,1.0
-0.866202,50,116.465307,1.0
-0.870117,50,116.627299,1.0
-0.856598,50,116.790429,1.0
-0.991725,50,116.954241,1.0
-0.704098,50,117.118462,1.0
-0.589451,50,117.281784,1.0
-0.633676,50,117.445194,1.0
-0.914228,50,117.613588,1.0
-1.120002,50,117.779107,1.0
-1.598797,50,117.959378,1.0
-0.716577,50,118.128222,1.0
-1.06594,50,118.512672,1.0
-1.022834,50,118.674558,1.0
-1.038367,50,118.838053,1.0
-0.849965,50,119.007689,1.0
-1.709313,50,119.191326,1.0
-1.458504,50,119.363047,1.0
-0.82383,50,119.526958,1.0
-1.104187,50,119.694954,1.0
-0.598649,50,119.861806,1.0
-1.697571,50,120.041863,1.0
-1.230577,50,120.220366,1.0
-0.752712,50,120.39647,1.0
-0.876894,50,120.573724,1.0
-0.876679,50,120.749853,1.0
-0.895581,50,120.923436,1.0
-0.989178,50,121.102656,1.0
-0.708422,50,121.271571,1.0
-1.237044,50,121.437584,1.0
-4.969976,50,121.600106,0.0
-3.10602,50,121.76814,1.0
-1.082313,50,121.941262,1.0
-0.795841,50,122.107436,1.0
-0.699448,50,122.275317,1.0
-0.570646,50,122.441568,1.0
-0.60857,50,122.605053,1.0
-0.787631,50,122.767189,1.0
-1.108157,50,122.929424,1.0
-1.229811,50,123.098693,1.0
-1.112222,50,123.266019,1.0
-0.841637,50,123.430628,1.0
-0.856214,50,123.600727,1.0
-1.033995,50,123.767687,1.0
-0.895827,50,123.932251,1.0
-0.758791,50,124.097823,1.0
-0.783389,50,124.26241,1.0
-0.714859,50,124.424016,1.0
-1.082672,50,124.597673,1.0
-0.704233,50,124.770612,1.0
-1.10094,50,124.943639,1.0
-0.995612,50,125.114772,1.0
-0.654881,50,125.279564,1.0
-0.936719,50,125.449193,1.0
-1.926493,50,125.621295,1.0
-0.583056,50,125.811114,1.0
-0.861236,50,125.996486,1.0
